Datetime,sentiment
2022-05-19 16:08:17+00:00,Neutral
2022-05-19 16:00:05+00:00,Neutral
2022-05-19 16:00:03+00:00,Positive
2022-05-19 16:00:01+00:00,Positive
2022-05-19 15:51:03+00:00,Neutral
2022-05-19 15:51:01+00:00,Positive
2022-05-19 15:50:46+00:00,Positive
2022-05-19 15:40:03+00:00,Positive
2022-05-19 15:40:01+00:00,Positive
2022-05-19 15:39:42+00:00,Neutral
2022-05-19 15:38:16+00:00,Neutral
2022-05-19 15:34:19+00:00,Positive
2022-05-19 15:32:50+00:00,Neutral
2022-05-19 15:30:06+00:00,Neutral
2022-05-19 15:30:03+00:00,Neutral
2022-05-19 15:23:59+00:00,Neutral
2022-05-19 15:22:14+00:00,Positive
2022-05-19 15:22:02+00:00,Positive
2022-05-19 15:21:25+00:00,Neutral
2022-05-19 15:20:02+00:00,Positive
2022-05-19 15:20:01+00:00,Positive
2022-05-19 15:19:30+00:00,Neutral
2022-05-19 15:19:00+00:00,Positive
2022-05-19 15:18:34+00:00,Positive
2022-05-19 15:11:50+00:00,Neutral
2022-05-19 15:10:41+00:00,Neutral
2022-05-19 15:09:03+00:00,Neutral
2022-05-19 15:01:58+00:00,Positive
2022-05-19 15:01:36+00:00,Positive
2022-05-19 15:00:02+00:00,Positive
2022-05-19 15:00:01+00:00,Positive
2022-05-19 14:58:12+00:00,Neutral
2022-05-19 14:57:46+00:00,Positive
2022-05-19 14:46:12+00:00,Neutral
2022-05-19 14:40:02+00:00,Positive
2022-05-19 14:40:01+00:00,Positive
2022-05-19 14:39:46+00:00,Neutral
2022-05-19 14:38:29+00:00,Neutral
2022-05-19 14:33:06+00:00,Neutral
2022-05-19 14:32:17+00:00,Neutral
2022-05-19 14:31:36+00:00,Neutral
2022-05-19 14:30:42+00:00,Positive
2022-05-19 14:30:05+00:00,Neutral
2022-05-19 14:27:04+00:00,Neutral
2022-05-19 14:27:03+00:00,Neutral
2022-05-19 14:21:24+00:00,Neutral
2022-05-19 14:20:02+00:00,Positive
2022-05-19 14:20:00+00:00,Positive
2022-05-19 14:11:52+00:00,Neutral
2022-05-19 14:09:35+00:00,Neutral
2022-05-19 14:07:26+00:00,Neutral
2022-05-19 14:06:03+00:00,Neutral
2022-05-19 14:03:22+00:00,Neutral
2022-05-19 14:03:13+00:00,Neutral
2022-05-19 14:02:04+00:00,Positive
2022-05-19 14:00:50+00:00,Positive
2022-05-19 14:00:03+00:00,Positive
2022-05-19 14:00:01+00:00,Positive
2022-05-19 13:56:59+00:00,Neutral
2022-05-19 13:54:11+00:00,Neutral
2022-05-19 13:53:12+00:00,Positive
2022-05-19 13:51:24+00:00,Negative
2022-05-19 13:49:45+00:00,Neutral
2022-05-19 13:48:32+00:00,Neutral
2022-05-19 13:47:10+00:00,Positive
2022-05-19 13:45:03+00:00,Neutral
2022-05-19 13:42:22+00:00,Neutral
2022-05-19 13:41:01+00:00,Neutral
2022-05-19 13:40:03+00:00,Neutral
2022-05-19 13:40:02+00:00,Positive
2022-05-19 13:40:00+00:00,Positive
2022-05-19 13:38:02+00:00,Neutral
2022-05-19 13:36:24+00:00,Neutral
2022-05-19 13:36:12+00:00,Positive
2022-05-19 13:35:23+00:00,Neutral
2022-05-19 13:30:05+00:00,Neutral
2022-05-19 13:26:07+00:00,Neutral
2022-05-19 13:25:22+00:00,Positive
2022-05-19 13:25:04+00:00,Neutral
2022-05-19 13:24:51+00:00,Neutral
2022-05-19 13:24:31+00:00,Positive
2022-05-19 13:24:02+00:00,Neutral
2022-05-19 13:22:55+00:00,Neutral
2022-05-19 13:20:02+00:00,Positive
2022-05-19 13:20:00+00:00,Positive
2022-05-19 13:12:52+00:00,Neutral
2022-05-19 13:11:27+00:00,Neutral
2022-05-19 13:10:03+00:00,Neutral
2022-05-19 13:05:33+00:00,Neutral
2022-05-19 13:04:45+00:00,Positive
2022-05-19 13:03:02+00:00,Neutral
2022-05-19 13:00:10+00:00,Positive
2022-05-19 13:00:05+00:00,Neutral
2022-05-19 13:00:00+00:00,Positive
2022-05-19 12:59:45+00:00,Neutral
2022-05-19 12:57:15+00:00,Neutral
2022-05-19 12:56:47+00:00,Positive
2022-05-19 12:53:17+00:00,Neutral
2022-05-19 12:42:01+00:00,Neutral
2022-05-19 12:41:04+00:00,Neutral
2022-05-19 12:40:02+00:00,Positive
2022-05-19 12:40:00+00:00,Positive
2022-05-19 12:37:34+00:00,Neutral
2022-05-19 12:36:00+00:00,Neutral
2022-05-19 12:35:27+00:00,Neutral
2022-05-19 12:30:24+00:00,Neutral
2022-05-19 12:29:38+00:00,Neutral
2022-05-19 12:28:25+00:00,Positive
2022-05-19 12:26:58+00:00,Neutral
2022-05-19 12:24:45+00:00,Neutral
2022-05-19 12:23:59+00:00,Neutral
2022-05-19 12:22:51+00:00,Neutral
2022-05-19 12:21:01+00:00,Neutral
2022-05-19 12:20:02+00:00,Positive
2022-05-19 12:20:00+00:00,Positive
2022-05-19 12:11:00+00:00,Neutral
2022-05-19 12:01:32+00:00,Neutral
2022-05-19 12:00:02+00:00,Positive
2022-05-19 12:00:01+00:00,Neutral
2022-05-19 12:00:00+00:00,Positive
2022-05-19 11:52:12+00:00,Neutral
2022-05-19 11:45:02+00:00,Neutral
2022-05-19 11:42:01+00:00,Positive
2022-05-19 11:40:02+00:00,Positive
2022-05-19 11:40:00+00:00,Positive
2022-05-19 11:39:01+00:00,Neutral
2022-05-19 11:38:33+00:00,Neutral
2022-05-19 11:37:27+00:00,Neutral
2022-05-19 11:35:02+00:00,Neutral
2022-05-19 11:33:54+00:00,Neutral
2022-05-19 11:29:22+00:00,Neutral
2022-05-19 11:21:17+00:00,Positive
2022-05-19 11:20:00+00:00,Positive
2022-05-19 11:03:43+00:00,Positive
2022-05-19 11:03:33+00:00,Neutral
2022-05-19 11:00:43+00:00,Neutral
2022-05-19 11:00:22+00:00,Neutral
2022-05-19 11:00:02+00:00,Positive
2022-05-19 11:00:00+00:00,Positive
2022-05-19 10:57:01+00:00,Neutral
2022-05-19 10:49:29+00:00,Positive
2022-05-19 10:40:03+00:00,Neutral
2022-05-19 10:40:00+00:00,Positive
2022-05-19 10:39:20+00:00,Neutral
2022-05-19 10:36:01+00:00,Neutral
2022-05-19 10:35:33+00:00,Neutral
2022-05-19 10:33:00+00:00,Neutral
2022-05-19 10:32:42+00:00,Neutral
2022-05-19 10:26:39+00:00,Neutral
2022-05-19 10:24:41+00:00,Neutral
2022-05-19 10:22:01+00:00,Neutral
2022-05-19 10:20:02+00:00,Positive
2022-05-19 10:20:00+00:00,Positive
2022-05-19 10:15:01+00:00,Neutral
2022-05-19 10:13:27+00:00,Neutral
2022-05-19 10:00:02+00:00,Neutral
2022-05-19 10:00:02+00:00,Positive
2022-05-19 10:00:00+00:00,Positive
2022-05-19 09:57:04+00:00,Neutral
2022-05-19 09:54:01+00:00,Neutral
2022-05-19 09:51:52+00:00,Positive
2022-05-19 09:45:53+00:00,Neutral
2022-05-19 09:40:00+00:00,Positive
2022-05-19 09:33:01+00:00,Neutral
2022-05-19 09:30:11+00:00,Neutral
2022-05-19 09:22:00+00:00,Neutral
2022-05-19 09:20:00+00:00,Positive
2022-05-19 09:13:16+00:00,Neutral
2022-05-19 09:12:01+00:00,Neutral
2022-05-19 09:05:43+00:00,Neutral
2022-05-19 09:04:59+00:00,Neutral
2022-05-19 09:02:12+00:00,Neutral
2022-05-19 09:00:00+00:00,Positive
2022-05-19 08:57:50+00:00,Neutral
2022-05-19 08:56:19+00:00,Neutral
2022-05-19 08:56:12+00:00,Positive
2022-05-19 08:51:01+00:00,Neutral
2022-05-19 08:50:55+00:00,Neutral
2022-05-19 08:40:00+00:00,Positive
2022-05-19 08:32:33+00:00,Neutral
2022-05-19 08:32:08+00:00,Positive
2022-05-19 08:30:01+00:00,Neutral
2022-05-19 08:25:44+00:00,Neutral
2022-05-19 08:20:03+00:00,Neutral
2022-05-19 08:20:00+00:00,Positive
2022-05-19 08:17:39+00:00,Neutral
2022-05-19 08:00:04+00:00,Neutral
2022-05-19 08:00:00+00:00,Positive
2022-05-19 07:49:14+00:00,Neutral
2022-05-19 07:48:01+00:00,Neutral
2022-05-19 07:40:00+00:00,Positive
2022-05-19 07:37:39+00:00,Neutral
2022-05-19 07:37:01+00:00,Positive
2022-05-19 07:35:29+00:00,Neutral
2022-05-19 07:31:40+00:00,Neutral
2022-05-19 07:29:44+00:00,Positive
2022-05-19 07:28:17+00:00,Neutral
2022-05-19 07:27:01+00:00,Neutral
2022-05-19 07:20:02+00:00,Positive
2022-05-19 07:20:00+00:00,Positive
2022-05-19 07:13:28+00:00,Neutral
2022-05-19 07:12:30+00:00,Neutral
2022-05-19 07:12:00+00:00,Neutral
2022-05-19 07:06:01+00:00,Neutral
2022-05-19 07:02:04+00:00,Positive
2022-05-19 07:01:09+00:00,Positive
2022-05-19 07:00:48+00:00,Neutral
2022-05-19 07:00:39+00:00,Neutral
2022-05-19 07:00:02+00:00,Positive
2022-05-19 07:00:00+00:00,Positive
2022-05-19 06:57:12+00:00,Neutral
2022-05-19 06:56:07+00:00,Neutral
2022-05-19 06:45:01+00:00,Neutral
2022-05-19 06:40:02+00:00,Positive
2022-05-19 06:40:00+00:00,Positive
2022-05-19 06:34:23+00:00,Neutral
2022-05-19 06:32:45+00:00,Neutral
2022-05-19 06:20:02+00:00,Positive
2022-05-19 06:20:00+00:00,Positive
2022-05-19 06:14:09+00:00,Positive
2022-05-19 06:11:28+00:00,Neutral
2022-05-19 06:10:31+00:00,Positive
2022-05-19 06:04:46+00:00,Positive
2022-05-19 06:03:01+00:00,Neutral
2022-05-19 06:00:02+00:00,Positive
2022-05-19 06:00:00+00:00,Positive
2022-05-19 05:58:31+00:00,Neutral
2022-05-19 05:53:20+00:00,Neutral
2022-05-19 05:53:14+00:00,Positive
2022-05-19 05:42:23+00:00,Neutral
2022-05-19 05:42:01+00:00,Neutral
2022-05-19 05:41:58+00:00,Neutral
2022-05-19 05:40:02+00:00,Positive
2022-05-19 05:40:00+00:00,Positive
2022-05-19 05:32:49+00:00,Neutral
2022-05-19 05:21:01+00:00,Neutral
2022-05-19 05:20:05+00:00,Positive
2022-05-19 05:20:00+00:00,Positive
2022-05-19 05:18:15+00:00,Positive
2022-05-19 05:00:02+00:00,Positive
2022-05-19 05:00:01+00:00,Neutral
2022-05-19 05:00:00+00:00,Positive
2022-05-19 04:40:02+00:00,Positive
2022-05-19 04:40:00+00:00,Positive
2022-05-19 04:20:02+00:00,Positive
2022-05-19 04:20:00+00:00,Positive
2022-05-19 04:18:01+00:00,Neutral
2022-05-19 04:02:02+00:00,Positive
2022-05-19 04:02:01+00:00,Neutral
2022-05-19 04:00:04+00:00,Neutral
2022-05-19 04:00:02+00:00,Positive
2022-05-19 04:00:00+00:00,Positive
2022-05-19 03:57:53+00:00,Neutral
2022-05-19 03:50:03+00:00,Neutral
2022-05-19 03:48:38+00:00,Neutral
2022-05-19 03:40:02+00:00,Positive
2022-05-19 03:40:00+00:00,Positive
2022-05-19 03:38:56+00:00,Positive
2022-05-19 03:36:01+00:00,Neutral
2022-05-19 03:33:24+00:00,Neutral
2022-05-19 03:32:26+00:00,Positive
2022-05-19 03:31:07+00:00,Positive
2022-05-19 03:20:02+00:00,Positive
2022-05-19 03:20:00+00:00,Positive
2022-05-19 03:18:24+00:00,Neutral
2022-05-19 03:18:00+00:00,Negative
2022-05-19 03:17:55+00:00,Positive
2022-05-19 03:17:39+00:00,Neutral
2022-05-19 03:17:17+00:00,Negative
2022-05-19 03:15:01+00:00,Neutral
2022-05-19 03:12:02+00:00,Neutral
2022-05-19 03:00:00+00:00,Positive
2022-05-19 02:54:01+00:00,Neutral
2022-05-19 02:46:44+00:00,Positive
2022-05-19 02:43:23+00:00,Neutral
2022-05-19 02:43:18+00:00,Positive
2022-05-19 02:40:00+00:00,Positive
2022-05-19 02:33:01+00:00,Neutral
2022-05-19 02:25:37+00:00,Neutral
2022-05-19 02:20:00+00:00,Positive
2022-05-19 02:12:01+00:00,Neutral
2022-05-19 02:02:48+00:00,Neutral
2022-05-19 02:01:36+00:00,Neutral
2022-05-19 02:00:00+00:00,Positive
2022-05-19 01:59:38+00:00,Neutral
2022-05-19 01:58:39+00:00,Neutral
2022-05-19 01:51:01+00:00,Neutral
2022-05-19 01:49:23+00:00,Negative
2022-05-19 01:44:46+00:00,Neutral
2022-05-19 01:40:00+00:00,Positive
2022-05-19 01:35:41+00:00,Neutral
2022-05-19 01:32:31+00:00,Neutral
2022-05-19 01:23:59+00:00,Neutral
2022-05-19 01:23:25+00:00,Positive
2022-05-19 01:20:00+00:00,Positive
2022-05-19 01:04:43+00:00,Neutral
2022-05-19 01:01:11+00:00,Neutral
2022-05-19 01:00:13+00:00,Neutral
2022-05-19 01:00:04+00:00,Neutral
2022-05-19 01:00:00+00:00,Positive
2022-05-19 00:57:34+00:00,Neutral
2022-05-19 00:55:54+00:00,Neutral
2022-05-19 00:52:38+00:00,Neutral
2022-05-19 00:51:35+00:00,Positive
2022-05-19 00:48:01+00:00,Neutral
2022-05-19 00:40:00+00:00,Positive
2022-05-19 00:37:01+00:00,Neutral
2022-05-19 00:33:47+00:00,Neutral
2022-05-19 00:33:41+00:00,Neutral
2022-05-19 00:31:34+00:00,Neutral
2022-05-19 00:22:32+00:00,Neutral
2022-05-19 00:22:26+00:00,Neutral
2022-05-19 00:20:23+00:00,Neutral
2022-05-19 00:20:02+00:00,Positive
2022-05-19 00:20:00+00:00,Positive
2022-05-19 00:17:14+00:00,Positive
2022-05-19 00:15:09+00:00,Neutral
2022-05-19 00:07:49+00:00,Neutral
2022-05-19 00:06:01+00:00,Neutral
2022-05-19 00:00:05+00:00,Neutral
2022-05-19 00:00:00+00:00,Positive
2022-05-18 23:57:49+00:00,Neutral
2022-05-18 23:53:38+00:00,Neutral
2022-05-18 23:48:41+00:00,Positive
2022-05-18 23:45:02+00:00,Neutral
2022-05-18 23:40:02+00:00,Positive
2022-05-18 23:40:00+00:00,Positive
2022-05-18 23:31:34+00:00,Neutral
2022-05-18 23:20:02+00:00,Positive
2022-05-18 23:20:00+00:00,Positive
2022-05-18 23:11:18+00:00,Neutral
2022-05-18 23:10:50+00:00,Neutral
2022-05-18 23:03:38+00:00,Positive
2022-05-18 23:03:01+00:00,Neutral
2022-05-18 23:00:34+00:00,Neutral
2022-05-18 23:00:02+00:00,Positive
2022-05-18 23:00:00+00:00,Positive
2022-05-18 22:59:35+00:00,Neutral
2022-05-18 22:58:40+00:00,Neutral
2022-05-18 22:54:48+00:00,Neutral
2022-05-18 22:42:01+00:00,Neutral
2022-05-18 22:40:00+00:00,Positive
2022-05-18 22:21:01+00:00,Neutral
2022-05-18 22:20:00+00:00,Positive
2022-05-18 22:08:17+00:00,Negative
2022-05-18 22:00:19+00:00,Neutral
2022-05-18 22:00:03+00:00,Neutral
2022-05-18 22:00:00+00:00,Positive
2022-05-18 21:58:04+00:00,Positive
2022-05-18 21:56:42+00:00,Neutral
2022-05-18 21:53:39+00:00,Neutral
2022-05-18 21:53:08+00:00,Neutral
2022-05-18 21:45:45+00:00,Neutral
2022-05-18 21:40:02+00:00,Positive
2022-05-18 21:40:00+00:00,Positive
2022-05-18 21:31:05+00:00,Neutral
2022-05-18 21:20:02+00:00,Positive
2022-05-18 21:20:00+00:00,Positive
2022-05-18 21:13:03+00:00,Neutral
2022-05-18 21:05:36+00:00,Neutral
2022-05-18 21:04:59+00:00,Positive
2022-05-18 21:03:23+00:00,Neutral
2022-05-18 21:00:35+00:00,Neutral
2022-05-18 21:00:04+00:00,Neutral
2022-05-18 21:00:02+00:00,Positive
2022-05-18 21:00:00+00:00,Positive
2022-05-18 20:45:44+00:00,Negative
2022-05-18 20:40:02+00:00,Positive
2022-05-18 20:40:00+00:00,Positive
2022-05-18 20:36:01+00:00,Neutral
2022-05-18 20:20:00+00:00,Positive
2022-05-18 20:16:40+00:00,Neutral
2022-05-18 20:15:47+00:00,Positive
2022-05-18 20:14:33+00:00,Neutral
2022-05-18 20:10:29+00:00,Neutral
2022-05-18 20:01:16+00:00,Neutral
2022-05-18 20:01:04+00:00,Neutral
2022-05-18 20:00:21+00:00,Neutral
2022-05-18 20:00:05+00:00,Positive
2022-05-18 20:00:03+00:00,Neutral
2022-05-18 20:00:00+00:00,Positive
2022-05-18 19:54:01+00:00,Neutral
2022-05-18 19:50:25+00:00,Neutral
2022-05-18 19:40:02+00:00,Positive
2022-05-18 19:40:00+00:00,Positive
2022-05-18 19:33:01+00:00,Neutral
2022-05-18 19:27:31+00:00,Positive
2022-05-18 19:24:11+00:00,Positive
2022-05-18 19:20:03+00:00,Neutral
2022-05-18 19:20:02+00:00,Positive
2022-05-18 19:20:00+00:00,Positive
2022-05-18 19:19:15+00:00,Neutral
2022-05-18 19:18:27+00:00,Neutral
2022-05-18 19:14:55+00:00,Neutral
2022-05-18 19:14:15+00:00,Neutral
2022-05-18 19:13:20+00:00,Neutral
2022-05-18 19:12:03+00:00,Neutral
2022-05-18 19:12:01+00:00,Neutral
2022-05-18 19:07:14+00:00,Neutral
2022-05-18 19:00:36+00:00,Neutral
2022-05-18 19:00:18+00:00,Neutral
2022-05-18 19:00:16+00:00,Neutral
2022-05-18 19:00:02+00:00,Positive
2022-05-18 19:00:00+00:00,Positive
2022-05-18 18:57:04+00:00,Neutral
2022-05-18 18:51:01+00:00,Neutral
2022-05-18 18:40:02+00:00,Positive
2022-05-18 18:40:00+00:00,Positive
2022-05-18 18:38:57+00:00,Neutral
2022-05-18 18:38:30+00:00,Positive
2022-05-18 18:36:25+00:00,Neutral
2022-05-18 18:36:05+00:00,Neutral
2022-05-18 18:30:01+00:00,Neutral
2022-05-18 18:28:33+00:00,Neutral
2022-05-18 18:27:36+00:00,Neutral
2022-05-18 18:20:02+00:00,Positive
2022-05-18 18:20:00+00:00,Positive
2022-05-18 18:19:58+00:00,Neutral
2022-05-18 18:17:21+00:00,Neutral
2022-05-18 18:09:01+00:00,Neutral
2022-05-18 18:08:47+00:00,Positive
2022-05-18 18:03:43+00:00,Neutral
2022-05-18 18:02:53+00:00,Neutral
2022-05-18 18:01:04+00:00,Neutral
2022-05-18 18:00:46+00:00,Neutral
2022-05-18 18:00:26+00:00,Neutral
2022-05-18 18:00:02+00:00,Neutral
2022-05-18 18:00:00+00:00,Positive
2022-05-18 17:59:11+00:00,Negative
2022-05-18 17:49:25+00:00,Neutral
2022-05-18 17:48:01+00:00,Neutral
2022-05-18 17:41:47+00:00,Neutral
2022-05-18 17:40:02+00:00,Positive
2022-05-18 17:40:00+00:00,Positive
2022-05-18 17:37:33+00:00,Neutral
2022-05-18 17:30:00+00:00,Neutral
2022-05-18 17:25:50+00:00,Neutral
2022-05-18 17:25:22+00:00,Positive
2022-05-18 17:25:03+00:00,Neutral
2022-05-18 17:20:39+00:00,Positive
2022-05-18 17:20:00+00:00,Positive
2022-05-18 17:10:01+00:00,Neutral
2022-05-18 17:06:01+00:00,Neutral
2022-05-18 17:03:09+00:00,Neutral
2022-05-18 17:02:56+00:00,Neutral
2022-05-18 17:01:36+00:00,Neutral
2022-05-18 17:00:12+00:00,Neutral
2022-05-18 17:00:00+00:00,Positive
2022-05-18 16:59:23+00:00,Neutral
2022-05-18 16:48:44+00:00,Neutral
2022-05-18 16:46:52+00:00,Neutral
2022-05-18 16:45:01+00:00,Neutral
2022-05-18 16:40:00+00:00,Positive
2022-05-18 16:33:16+00:00,Neutral
2022-05-18 16:32:19+00:00,Neutral
2022-05-18 16:32:13+00:00,Neutral
2022-05-18 16:31:06+00:00,Neutral
2022-05-18 16:30:21+00:00,Negative
2022-05-18 16:28:41+00:00,Neutral
2022-05-18 16:26:05+00:00,Neutral
2022-05-18 16:25:07+00:00,Positive
2022-05-18 16:24:49+00:00,Neutral
2022-05-18 16:24:01+00:00,Neutral
2022-05-18 16:22:55+00:00,Neutral
2022-05-18 16:20:00+00:00,Positive
2022-05-18 16:19:56+00:00,Neutral
2022-05-18 16:19:17+00:00,Neutral
2022-05-18 16:17:11+00:00,Neutral
2022-05-18 16:16:57+00:00,Neutral
2022-05-18 16:16:53+00:00,Positive
2022-05-18 16:15:00+00:00,Neutral
2022-05-18 16:14:03+00:00,Neutral
2022-05-18 16:13:55+00:00,Neutral
2022-05-18 16:03:02+00:00,Neutral
2022-05-18 16:00:02+00:00,Positive
2022-05-18 16:00:00+00:00,Positive
2022-05-18 15:52:37+00:00,Neutral
2022-05-18 15:52:29+00:00,Neutral
2022-05-18 15:49:47+00:00,Neutral
2022-05-18 15:49:46+00:00,Neutral
2022-05-18 15:45:33+00:00,Neutral
2022-05-18 15:43:09+00:00,Neutral
2022-05-18 15:42:10+00:00,Positive
2022-05-18 15:42:02+00:00,Neutral
2022-05-18 15:42:01+00:00,Neutral
2022-05-18 15:40:02+00:00,Positive
2022-05-18 15:40:00+00:00,Positive
2022-05-18 15:21:02+00:00,Neutral
2022-05-18 15:20:00+00:00,Positive
2022-05-18 15:11:50+00:00,Neutral
2022-05-18 15:11:45+00:00,Neutral
2022-05-18 15:07:08+00:00,Neutral
2022-05-18 15:04:27+00:00,Neutral
2022-05-18 15:00:04+00:00,Neutral
2022-05-18 15:00:02+00:00,Neutral
2022-05-18 15:00:00+00:00,Positive
2022-05-18 14:52:21+00:00,Neutral
2022-05-18 14:43:29+00:00,Neutral
2022-05-18 14:40:27+00:00,Neutral
2022-05-18 14:40:00+00:00,Positive
2022-05-18 14:39:03+00:00,Neutral
2022-05-18 14:38:58+00:00,Neutral
2022-05-18 14:35:02+00:00,Neutral
2022-05-18 14:30:58+00:00,Positive
2022-05-18 14:24:36+00:00,Neutral
2022-05-18 14:20:03+00:00,Positive
2022-05-18 14:20:00+00:00,Positive
2022-05-18 14:19:31+00:00,Neutral
2022-05-18 14:19:04+00:00,Neutral
2022-05-18 14:18:01+00:00,Neutral
2022-05-18 14:11:56+00:00,Neutral
2022-05-18 14:10:04+00:00,Positive
2022-05-18 14:09:24+00:00,Neutral
2022-05-18 14:04:20+00:00,Neutral
2022-05-18 14:00:02+00:00,Positive
2022-05-18 14:00:00+00:00,Positive
2022-05-18 13:57:02+00:00,Neutral
2022-05-18 13:41:28+00:00,Neutral
2022-05-18 13:40:00+00:00,Positive
2022-05-18 13:39:29+00:00,Neutral
2022-05-18 13:36:02+00:00,Neutral
2022-05-18 13:30:40+00:00,Negative
2022-05-18 13:29:49+00:00,Neutral
2022-05-18 13:25:04+00:00,Neutral
2022-05-18 13:22:39+00:00,Neutral
2022-05-18 13:20:00+00:00,Positive
2022-05-18 13:17:02+00:00,Neutral
2022-05-18 13:14:22+00:00,Positive
2022-05-18 13:11:09+00:00,Neutral
2022-05-18 13:00:12+00:00,Neutral
2022-05-18 13:00:00+00:00,Positive
2022-05-18 12:58:13+00:00,Neutral
2022-05-18 12:54:23+00:00,Neutral
2022-05-18 12:54:02+00:00,Neutral
2022-05-18 12:49:21+00:00,Neutral
2022-05-18 12:43:00+00:00,Neutral
2022-05-18 12:40:02+00:00,Positive
2022-05-18 12:40:00+00:00,Positive
2022-05-18 12:33:03+00:00,Neutral
2022-05-18 12:32:30+00:00,Neutral
2022-05-18 12:31:19+00:00,Neutral
2022-05-18 12:27:42+00:00,Neutral
2022-05-18 12:22:24+00:00,Neutral
2022-05-18 12:20:17+00:00,Neutral
2022-05-18 12:20:02+00:00,Positive
2022-05-18 12:20:00+00:00,Positive
2022-05-18 12:18:31+00:00,Neutral
2022-05-18 12:17:45+00:00,Neutral
2022-05-18 12:14:14+00:00,Neutral
2022-05-18 12:12:03+00:00,Neutral
2022-05-18 12:06:27+00:00,Neutral
2022-05-18 12:00:05+00:00,Neutral
2022-05-18 12:00:02+00:00,Positive
2022-05-18 12:00:00+00:00,Positive
2022-05-18 11:44:49+00:00,Neutral
2022-05-18 11:40:00+00:00,Positive
2022-05-18 11:33:03+00:00,Neutral
2022-05-18 11:30:03+00:00,Neutral
2022-05-18 11:26:32+00:00,Neutral
2022-05-18 11:20:00+00:00,Positive
2022-05-18 11:17:22+00:00,Neutral
2022-05-18 11:17:20+00:00,Neutral
2022-05-18 11:16:13+00:00,Neutral
2022-05-18 11:13:38+00:00,Neutral
2022-05-18 11:12:52+00:00,Neutral
2022-05-18 11:11:08+00:00,Neutral
2022-05-18 11:09:28+00:00,Neutral
2022-05-18 11:09:03+00:00,Neutral
2022-05-18 11:04:27+00:00,Neutral
2022-05-18 11:01:02+00:00,Neutral
2022-05-18 11:00:04+00:00,Neutral
2022-05-18 11:00:00+00:00,Positive
2022-05-18 10:56:01+00:00,Neutral
2022-05-18 10:42:40+00:00,Positive
2022-05-18 10:42:01+00:00,Neutral
2022-05-18 10:40:00+00:00,Positive
2022-05-18 10:30:07+00:00,Neutral
2022-05-18 10:28:05+00:00,Neutral
2022-05-18 10:20:02+00:00,Positive
2022-05-18 10:20:00+00:00,Positive
2022-05-18 10:06:03+00:00,Neutral
2022-05-18 10:00:05+00:00,Neutral
2022-05-18 10:00:02+00:00,Positive
2022-05-18 10:00:00+00:00,Positive
2022-05-18 09:57:03+00:00,Neutral
2022-05-18 09:56:11+00:00,Neutral
2022-05-18 09:50:59+00:00,Neutral
2022-05-18 09:47:45+00:00,Neutral
2022-05-18 09:43:10+00:00,Neutral
2022-05-18 09:42:16+00:00,Neutral
2022-05-18 09:41:53+00:00,Positive
2022-05-18 09:41:31+00:00,Neutral
2022-05-18 09:40:07+00:00,Neutral
2022-05-18 09:40:02+00:00,Positive
2022-05-18 09:40:00+00:00,Positive
2022-05-18 09:35:35+00:00,Neutral
2022-05-18 09:30:29+00:00,Neutral
2022-05-18 09:24:03+00:00,Neutral
2022-05-18 09:20:02+00:00,Positive
2022-05-18 09:20:00+00:00,Positive
2022-05-18 09:18:05+00:00,Neutral
2022-05-18 09:03:03+00:00,Neutral
2022-05-18 09:00:04+00:00,Neutral
2022-05-18 09:00:02+00:00,Positive
2022-05-18 09:00:01+00:00,Positive
2022-05-18 08:42:03+00:00,Neutral
2022-05-18 08:40:02+00:00,Positive
2022-05-18 08:40:00+00:00,Positive
2022-05-18 08:32:34+00:00,Neutral
2022-05-18 08:30:52+00:00,Neutral
2022-05-18 08:21:03+00:00,Neutral
2022-05-18 08:20:00+00:00,Positive
2022-05-18 08:11:48+00:00,Neutral
2022-05-18 08:00:04+00:00,Neutral
2022-05-18 08:00:03+00:00,Neutral
2022-05-18 08:00:00+00:00,Positive
2022-05-18 07:47:29+00:00,Neutral
2022-05-18 07:40:00+00:00,Positive
2022-05-18 07:39:03+00:00,Neutral
2022-05-18 07:30:31+00:00,Neutral
2022-05-18 07:26:37+00:00,Negative
2022-05-18 07:25:28+00:00,Neutral
2022-05-18 07:20:00+00:00,Positive
2022-05-18 07:16:32+00:00,Neutral
2022-05-18 07:15:38+00:00,Positive
2022-05-18 07:12:17+00:00,Neutral
2022-05-18 07:08:32+00:00,Positive
2022-05-18 07:02:09+00:00,Positive
2022-05-18 07:01:20+00:00,Neutral
2022-05-18 07:00:04+00:00,Neutral
2022-05-18 07:00:00+00:00,Positive
2022-05-18 06:57:02+00:00,Neutral
2022-05-18 06:54:37+00:00,Neutral
2022-05-18 06:52:04+00:00,Neutral
2022-05-18 06:49:23+00:00,Neutral
2022-05-18 06:49:14+00:00,Neutral
2022-05-18 06:47:40+00:00,Neutral
2022-05-18 06:44:35+00:00,Negative
2022-05-18 06:40:00+00:00,Positive
2022-05-18 06:36:03+00:00,Neutral
2022-05-18 06:35:05+00:00,Neutral
2022-05-18 06:30:03+00:00,Neutral
2022-05-18 06:29:33+00:00,Neutral
2022-05-18 06:29:09+00:00,Neutral
2022-05-18 06:28:31+00:00,Positive
2022-05-18 06:26:50+00:00,Positive
